8221862,Forum::ImportVideoImporter,2012-01-30 18:20:21.300504,2015-06-25 11:21:34.383705,2012-01-30 18:20:21,1,,Nevex.TV,"$VAR1 = {'rss' => 'https://www.youtube.com/feeds/videos.xml?user=Nevextv&orderby=published','parser' => '','section_alias' => 'video_partner_nevextv'};",{8221439},{}
10025524,Forum::ImportVideoImporter,2013-08-29 18:22:03.949953,2015-06-25 11:22:09.307902,2013-08-29 18:22:03,1,,dorenko,"$VAR1 = {'section_alias' => 'video_partner_dorenko','parser' => '','rss' => 'https://www.youtube.com/feeds/videos.xml?user=sdrasstriga&orderby=published'};",{8221439},{}
10155602,Forum::ImportVideoImporter,2013-12-13 18:56:15.259678,2015-06-25 11:22:51.991935,2013-12-13 18:56:15,1,,Красное.ТВ,"$VAR1 = {'rss' => 'https://www.youtube.com/feeds/videos.xml?user=krasnoetv&orderby=published','parser' => '','section_alias' => 'video_partner_krasnoetv'};",{8221439},{}
10449349,Forum::ImportVideoImporter,2014-08-02 22:01:04.588548,2015-06-25 11:23:25.534703,2014-08-02 22:01:04,1,,lugansk24,"$VAR1 = {'section_alias' => 'video_partner_lugansk24','parser' => '','rss' => 'https://www.youtube.com/feeds/videos.xml?user=24lugansk&orderby=published'};",{8221439},{}
