2373877,Forum::ImportBlogger,2010-02-02 13:09:06.564413,2010-02-02 13:09:06.564413,2010-02-02 13:07:51,1,,Дарья Митина,"$VAR1 = {'parser' => '','url' => 'http://kolobok1973.livejournal.com/','rss' => 'http://kolobok1973.livejournal.com/data/rss','note' => ''};",{2316860},{2373876}
2373883,Forum::ImportBlogger,2010-02-02 13:10:10.851531,2010-02-02 13:10:10.851531,2010-02-02 13:09:06,1,,Илья Пономарев,"$VAR1 = {'parser' => '','url' => 'http://ilya-ponomarev.livejournal.com/','rss' => 'http://ilya-ponomarev.livejournal.com/data/rss','note' => ''};",{2316860},{2373882}
2373886,Forum::ImportBlogger,2010-02-02 13:10:55.759896,2016-09-05 21:40:31.476103,2010-02-02 13:10:11,0,,Михаил Делягин,"$VAR1 = {'url' => 'http://delyagin.livejournal.com/','note' => '','rss' => 'http://delyagin.livejournal.com/data/rss','parser' => ''};",{2316860},{256166}
2373889,Forum::ImportBlogger,2010-02-02 13:11:52.012395,2010-02-02 13:11:52.012395,2010-02-02 13:10:55,1,,Максим Калашников,"$VAR1 = {'parser' => '','url' => 'http://m-kalashnikov.livejournal.com/','rss' => 'http://m-kalashnikov.livejournal.com/data/rss','note' => ''};",{2316860},{336439}
2373893,Forum::ImportBlogger,2010-02-02 13:12:43.151313,2010-02-02 13:12:43.151313,2010-02-02 13:11:52,1,,Дмитрий Черный,"$VAR1 = {'parser' => '','url' => 'http://radical-realist.livejournal.com/','rss' => 'http://radical-realist.livejournal.com/data/rss','note' => ''};",{2316860},{2373892}
