8221863,Forum::ImportVideoNews,2012-01-30 18:20:30.533001,2012-01-30 18:20:30.533001,2012-01-30 18:20:30.533001,0,,Остальная Россия,200300,,http://www.youtube.com/watch?v=y39Z_4V1A9c&feature=youtube_gdata,64007694fd5c41176a35f52fe1211406,$VAR1 = {};,{8221440},
8221867,Forum::ImportVideoNews,2012-01-30 18:20:30.859309,2012-01-30 18:20:30.859309,2012-01-30 18:20:30.859309,0,,Новая Сила,123456,,http://www.youtube.com/watch?v=XkrkAy30Xvo&feature=youtube_gdata,a42b12cbfd12ff3e35d47dfb0c991649,$VAR1 = {};,{8221440},
8221871,Forum::ImportVideoNews,2012-01-30 18:20:31.013028,2012-01-30 18:20:31.013028,2012-01-30 18:20:31.013028,0,,"Хазин, Афонцев и глобальные экономические риски",123456,,http://www.youtube.com/watch?v=tX_MY6xVvlg&feature=youtube_gdata,ff669bf17ae70c3cc93f0f81f81abf20,$VAR1 = {};,{8221440},
